strategy,timeframe,ETHUSDT_stars,SOLUSDT_stars,SPY_stars,ETHUSDT_win_rate,SOLUSDT_win_rate,SPY_win_rate,avg_stars,bot_ready,trade_type
README_1_2,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
README_1_2,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
README_1_2,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
README_1_1_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
README_1_1_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
README_1_1_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
README_1_1_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
R-Breaker11_1_1_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
DEMA策略MACD指标组合DEMA-MACD-Combination-Strategy,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
DMI_1_1_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
DMI_1_1_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
DMI_1_1_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
DMI_1_1_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
DMI-DMI-and-Moving-Average-Combination-Strategy_1_1_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
README,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
基于BTC15分钟图表的技术交易策略-Technical-Trading-Strategy-for-BTC-15-minute-Chart,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
基于BTC15分钟图表的技术交易策略-Technical-Trading-Strategy-for-BTC-15-minute-Chart,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
基于BTC15分钟图表的技术交易策略-Technical-Trading-Strategy-for-BTC-15-minute-Chart,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
基于BTC15分钟图表的技术交易策略-Technical-Trading-Strategy-for-BTC-15-minute-Chart,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
基于BEAM波段的BTCdollar成本平均策略Bitcoin-Dollar-Cost-Averaging-Based-on-BEAM-Bands,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
RAVI-FX-Fisher_1_1_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
RAVI-FX-Fisher_1_1_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
RAVI-FX-Fisher,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
DPO-EMA-DPO-EMA-Trend-Crossover-Quantitative-Strategy-Research_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
DMI-_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
DMI-_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
DEMA交叉趋势追踪策略DEMA-Crossover-Trend-Following-Strategy,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
DEMA交叉趋势追踪策略DEMA-Crossover-Trend-Following-Strategy,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
README,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
README,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
README,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
DMI-DMI-and-Moving-Average-Combination-Strategy_1_1_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
基于多重指标的比特币日线交易策略Multi-Indicator-Bitcoin-Daily-Trading-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
基于多重指标的比特币日线交易策略Multi-Indicator-Bitcoin-Daily-Trading-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
基于多重指标的比特币日线交易策略Multi-Indicator-Bitcoin-Daily-Trading-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
基于多重指标的比特币日线交易策略Multi-Indicator-Bitcoin-Daily-Trading-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
基于多重指标的加密货币高低位策略High-Low-Cryptocurrency-Strategy-Based-on-Multiple-Indicators,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
基于多重指标的加密货币高低位策略High-Low-Cryptocurrency-Strategy-Based-on-Multiple-Indicators,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
基于多重指标的加密货币高低位策略High-Low-Cryptocurrency-Strategy-Based-on-Multiple-Indicators,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
DEMA策略MACD指标组合DEMA-MACD-Combination-Strategy,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
DEMA趋势追踪策略The-DEMA-Trend-Following-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
DEMA趋势追踪策略The-DEMA-Trend-Following-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
DEMA趋势追踪策略The-DEMA-Trend-Following-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
DEMA趋势追踪策略The-DEMA-Trend-Following-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
DEMA与EMA交叉结合ATR波动率的短期策略Momentum-Strategy-Based-on-DEMA-and-EMA-Crossover-with-ATR-Volatility-Filter,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
DEMAThe-DEMA-Trend-Following-Strategy_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
DEMAThe-DEMA-Trend-Following-Strategy_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
基于BEAM波段的BTCdollar成本平均策略Bitcoin-Dollar-Cost-Averaging-Based-on-BEAM-Bands,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
基于BEAM波段的BTCdollar成本平均策略Bitcoin-Dollar-Cost-Averaging-Based-on-BEAM-Bands,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
DEMA策略MACD指标组合DEMA-MACD-Combination-Strategy,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
DMI-测试范例,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
DMI-测试范例,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
DMI-测试范例,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
DMI-测试范例,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
DMI-_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
DMI-_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
DEMATEMADual-and-Triple-Exponential-Moving-Average-Crossover-Strategy_1_1_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
DEMATEMADual-and-Triple-Exponential-Moving-Average-Crossover-Strategy_1_1_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
DEMATEMADual-and-Triple-Exponential-Moving-Average-Crossover-Strategy_1_1_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
DEMATEMADual-and-Triple-Exponential-Moving-Average-Crossover-Strategy_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
DEMATEMADual-and-Triple-Exponential-Moving-Average-Crossover-Strategy_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
DEMATEMADual-and-Triple-Exponential-Moving-Average-Crossover-Strategy_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
DEMA交叉趋势追踪策略DEMA-Crossover-Trend-Following-Strategy,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
DEMA-TEMA-Dual-and-Triple-Exponential-Moving-Average-Crossover-Strategy_1_1_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
DEMATEMADual-and-Triple-Exponential-Moving-Average-Crossover-Strategy_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
DEMAMACDDEMA-MACD-Combination-Strategy_1,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
DEMA与TEMA交叉策略Dual-and-Triple-Exponential-Moving-Average-Crossover-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
DEMA与TEMA交叉策略Dual-and-Triple-Exponential-Moving-Average-Crossover-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
DEMA与TEMA交叉策略Dual-and-Triple-Exponential-Moving-Average-Crossover-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
DEMA与TEMA交叉策略Dual-and-Triple-Exponential-Moving-Average-Crossover-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
DEMA与EMA交叉结合ATR波动率的短期策略Momentum-Strategy-Based-on-DEMA-and-EMA-Crossover-with-ATR-Volatility-Filter,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
DEMA与EMA交叉结合ATR波动率的短期策略Momentum-Strategy-Based-on-DEMA-and-EMA-Crossover-with-ATR-Volatility-Filter,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
DEMA-The-DEMA-Trend-Following-Strategy_1_1_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
DEMA-The-DEMA-Trend-Following-Strategy_1_1_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
DEMA-The-DEMA-Trend-Following-Strategy_1_1_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
DEMA-TEMA-Dual-and-Triple-Exponential-Moving-Average-Crossover-Strategy_1_1_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
DEMA-EMA-ATR-Momentum-Strategy-Based-on-DEMA-and-EMA-Crossover-with-ATR-Volatility-Filter_1_1_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
DEMA-EMA-ATR-Momentum-Strategy-Based-on-DEMA-and-EMA-Crossover-with-ATR-Volatility-Filter_1_1_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
DEMAMACDDEMA-MACD-Combination-Strategy_1,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
DEMAMACDDEMA-MACD-Combination-Strategy_1,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
DEMAEMAATRMomentum-Strategy-Based-on-DEMA-and-EMA-Crossover-with-ATR-Volatility-Filter_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
DEMAEMAATRMomentum-Strategy-Based-on-DEMA-and-EMA-Crossover-with-ATR-Volatility-Filter_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
DEMAEMAATRMomentum-Strategy-Based-on-DEMA-and-EMA-Crossover-with-ATR-Volatility-Filter_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
DEMAEMAATRMomentum-Strategy-Based-on-DEMA-and-EMA-Crossover-with-ATR-Volatility-Filter_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
DEMA与EMA交叉结合ATR波动率的短期策略Momentum-Strategy-Based-on-DEMA-and-EMA-Crossover-with-ATR-Volatility-Filter,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
DEMAThe-DEMA-Trend-Following-Strategy_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
DEMAThe-DEMA-Trend-Following-Strategy_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
DEMATEMADual-and-Triple-Exponential-Moving-Average-Crossover-Strategy_1_1_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
DEMA-EMA-ATR-Momentum-Strategy-Based-on-DEMA-and-EMA-Crossover-with-ATR-Volatility-Filter_1_1_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
DEC-Leledec-DEC-Strategy_1_1_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
DEC-Leledec-DEC-Strategy_1_1_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
DEC-Leledec-DEC-Strategy_1_1_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
基于多重支撑阻力的趋势追踪策略Trend-Following-Strategy-Based-on-Dynamic-Support-and-Resistance,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
基于多重支撑阻力的趋势追踪策略Trend-Following-Strategy-Based-on-Dynamic-Support-and-Resistance,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
基于多重支撑阻力的趋势追踪策略Trend-Following-Strategy-Based-on-Dynamic-Support-and-Resistance,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
基于多重指标筛选与动态止损的自动交易策略Auto-Trading-Strategy-Based-on-Multiple-Indicators-and-Dynamic-Stop-Loss,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
基于多重指标筛选与动态止损的自动交易策略Auto-Trading-Strategy-Based-on-Multiple-Indicators-and-Dynamic-Stop-Loss,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
基于多重指标筛选与动态止损的自动交易策略Auto-Trading-Strategy-Based-on-Multiple-Indicators-and-Dynamic-Stop-Loss,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
DEMA-DEMA-Crossover-Trend-Following-Strategy_1_1_1,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
DEC策略Leledec-DEC-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
DEMADEMA-Crossover-Trend-Following-Strategy_1,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
DEMADEMA-Crossover-Trend-Following-Strategy_1,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
DEMADEMA-Crossover-Trend-Following-Strategy_1,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
DEMA-The-DEMA-Trend-Following-Strategy_1_1_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
DCA策略DCA-Bot-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
DCA策略DCA-Bot-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
DEMA-DEMA-Crossover-Trend-Following-Strategy_1_1_1,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
DEMA-DEMA-Crossover-Trend-Following-Strategy_1_1_1,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
DCADCA-Bot-Strategy_1_1_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
DEC策略Leledec-DEC-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
DEC策略Leledec-DEC-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
DEC策略Leledec-DEC-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
DECLeledec-DEC-Strategy_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
DECLeledec-DEC-Strategy_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
DEMA-TEMA-Dual-and-Triple-Exponential-Moving-Average-Crossover-Strategy_1_1_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
DEMA-TEMA-Dual-and-Triple-Exponential-Moving-Average-Crossover-Strategy_1_1_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
DEMA-MACD-DEMA-MACD-Combination-Strategy_1_1_1,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
DEMA-MACD-DEMA-MACD-Combination-Strategy_1_1_1,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
DEMA-MACD-DEMA-MACD-Combination-Strategy_1_1_1,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
DEMA-EMA-ATR-Momentum-Strategy-Based-on-DEMA-and-EMA-Crossover-with-ATR-Volatility-Filter_1_1_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
DCADCA-Bot-Strategy_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
DCADCA-Bot-Strategy_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
DCADCA-Bot-Strategy_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
DCADCA-Bot-Strategy_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
DCA-Volume-based-Dynamic-DCA-Strategy_1_1_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
DCA-Volume-based-Dynamic-DCA-Strategy_1_1_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
DCA-Volume-based-Dynamic-DCA-Strategy_1_1_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
DECLeledec-DEC-Strategy_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
DECLeledec-DEC-Strategy_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
DEC-Leledec-DEC-Strategy_1_1_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
DAKELAX-XRPUSDT-DAKELAX-XRPUSDT-Bollinger-Band-Mean-Reversion-Strategy_1_1_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
DCA-Volume-based-Dynamic-DCA-Strategy_1_1_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
DCA-Volume-based-Dynamic-DCA-Strategy_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
RSI-Dual-RSI-Differential-Strategy_1_1_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
DCA策略DCA-Bot-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
DCA策略DCA-Bot-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
DAKELAX-XRPUSDT-DAKELAX-XRPUSDT-Bollinger-Band-Mean-Reversion-Strategy_1_1_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
C版多图表测试,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
C版多图表测试,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
C期货高频套币策略OKEX-Websocket版,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
RSI-Dual-RSI-Differential-Strategy_1_1_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
RSI-Dual-RSI-Differential-Strategy_1_1_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
DCA-Volume-based-Dynamic-DCA-Strategy_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
DCA-Volume-based-Dynamic-DCA-Strategy_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
DCA-Volume-based-Dynamic-DCA-Strategy_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
DCA-DCA-Bot-Strategy_1_1_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
基于多重条件的Donchian通道动量突破策略-Multi-Condition-Donchian-Channel-Momentum-Breakout-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
基于多重支撑阻力的趋势追踪策略Trend-Following-Strategy-Based-on-Dynamic-Support-and-Resistance,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
DCA-DCA-Bot-Strategy_1_1_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
DCADCA-Bot-Strategy_1_1_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
DCADCA-Bot-Strategy_1_1_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
DCADCA-Bot-Strategy_1_1_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
DAKELAX-XRPUSDT-DAKELAX-XRPUSDT-Bollinger-Band-Mean-Reversion-Strategy_1_1_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
DAKELAX-XRPUSDT-DAKELAX-XRPUSDT-Bollinger-Band-Mean-Reversion-Strategy_1_1_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
C版多图表测试,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
C版多图表测试,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
C期货高频套币策略OKEX-Websocket版,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
基于多重移动平均线的趋势交易策略Trend-Trading-Strategy-Based-on-Multiple-Moving-Averages,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
基于多重移动平均线的趋势交易策略Trend-Trading-Strategy-Based-on-Multiple-Moving-Averages,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
基于多重移动平均线的趋势交易策略Trend-Trading-Strategy-Based-on-Multiple-Moving-Averages,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
基于多重移动平均线的趋势交易策略Trend-Trading-Strategy-Based-on-Multiple-Moving-Averages,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
基于多重条件的Donchian通道动量突破策略-Multi-Condition-Donchian-Channel-Momentum-Breakout-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
基于多重条件的Donchian通道动量突破策略-Multi-Condition-Donchian-Channel-Momentum-Breakout-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
基于多重条件的Donchian通道动量突破策略-Multi-Condition-Donchian-Channel-Momentum-Breakout-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
CryptocurrencyCryptocurrency-Momentum-Breakout-Strategy_1_1_1,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
CryptocurrencyCryptocurrency-Momentum-Breakout-Strategy_1_1_1,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
DCA-DCA-Bot-Strategy_1_1_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
DCA-DCA-Bot-Strategy_1_1_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
Crodls-Supertrend_1_2,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
Crossing-the-Breakout-Strategy_1,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
Cryptocurrency-Cryptocurrency-Momentum-Breakout-Strategy_1_1_1,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
Cryptocurrency-Cryptocurrency-Momentum-Breakout-Strategy_1_1_1,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
Cryptocurrency-Cryptocurrency-Momentum-Breakout-Strategy_1_1_1,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
C期货高频套币策略OKEX-Websocket版,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
C期货高频套币策略OKEX-Websocket版,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
Cryptocurrency动量突破策略Cryptocurrency-Momentum-Breakout-Strategy,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
Cryptocurrency动量突破策略Cryptocurrency-Momentum-Breakout-Strategy,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
Cryptocurrency动量突破策略Cryptocurrency-Momentum-Breakout-Strategy,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
Crossover-Moving-Average-with-Smoothed-Candlestick-Momentum-Strategy_1_1_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
Crossover-Moving-Average-with-Smoothed-Candlestick-Momentum-Strategy_1_1_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
RSI-Dual-RSI-Differential-Strategy_1_1_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
CryptocurrencyCryptocurrency-Momentum-Breakout-Strategy_1_1_1,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
CryptocurrencyCryptocurrency-Momentum-Breakout-Strategy_1,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
CryptocurrencyCryptocurrency-Momentum-Breakout-Strategy_1,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
Cross-Moving-Average-Price-Strategy_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
Cross-Moving-Average-Price-Strategy_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
Cross-Moving-Average-Price-Strategy_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
Cross-Moving-Average-Price-Strategy_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
Cross-Moving-Average-Golden-Cross-Death-Cross-Strategy_1_1_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
Cross-Moving-Average-Golden-Cross-Death-Cross-Strategy_1_1_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
基于多阶段布林带和MACD指标的量化交易策略Multi-Stage-Bollinger-Bands-MACD-Crossover-Signal-Quantitative-Trading-Strategy,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
基于多阶段布林带和MACD指标的量化交易策略Multi-Stage-Bollinger-Bands-MACD-Crossover-Signal-Quantitative-Trading-Strategy,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
Crossover-Moving-Average-with-Smoothed-Candlestick-Momentum-Strategy_1_1_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
Crossover-Moving-Average-with-Smoothed-Candlestick-Momentum-Strategy_1_1_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
Crossing-the-Breakout-Strategy_1_1_1,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
Crossing-the-Breakout-Strategy_1_1_1,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
Crossing-the-Breakout-Strategy_1_1_1,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
Crossing-the-Breakout-Strategy_1,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
